species,nobs,taxonKeys,Kingdom,Phylum,Class,Order,Family,Genus,analyzed,NativeStatus
Sparganothoides lentiginosana,451,9880932,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothoides,yes,
Spea hammondii,682,2429783,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,yes,
Speranza graphidaria,319,9585942,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,yes,
Speranza pustularia,3439,9282670,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,yes,
Speyeria cybele,10170,1905172,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Speyeria,yes,
Sphaerophoria sulphuripes,346,1539108,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Sphaerophoria,yes,
Spheciospongia confoederata,85,2251907,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia,no,
Sphecius speciosus,5225,1338940,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Sphecius,yes,
Sphecodina abbottii,675,1861759,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphecodina,yes,
Sphex habenus,316,1347470,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,yes,
Sphex ichneumoneus,4314,1347459,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,yes,
Sphex pensylvanicus,2146,1347505,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,yes,
Sphex tepanecus,55,1347566,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,yes,
Sphoeroides testudineus,15566,2407878,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,no,
Sphyraena barracuda,30282,9784990,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,no,
Sphyrapicus nuchalis,131717,9406038,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,yes,
Sphyrapicus ruber,204022,2478597,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,yes,
Sphyrapicus thyroideus,40528,2478602,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,yes,
Sphyrapicus varius,1280583,2478605,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,yes,
Spilomyia longicornis,660,1538767,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Spilomyia,yes,
Spilopelia chinensis,49416,6101224,Animalia,Chordata,Aves,Columbiformes,Columbidae,Spilopelia,yes,Exotic
Spilosoma virginica,4360,1811948,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Spilosoma,yes,
Spindalis zena,13301,2488379,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Spindalis,yes,
Spinus lawrencei,47842,5231643,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,yes,
Spinus pinus,1580516,5231635,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,yes,
Spinus psaltria,1735834,5231647,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,yes,
Spisula solidissima,870,5188982,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,no,
Spiza americana,299091,2490363,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Spiza,yes,
Spizella atrogularis,30166,2492104,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,yes,
Spizella breweri,174581,2492099,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,yes,
Spizella pallida,256318,2492101,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,yes,
Spizella pusilla,1489457,2492096,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,yes,
Spizelloides arborea,1070443,7357320,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizelloides,yes,
Spodoptera frugiperda,1734,5109855,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,yes,
Spodoptera ornithogalli,3633,5109845,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,yes,
Spoladea recurvalis,3050,1886251,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Spoladea,yes,
Stagmomantis californica,269,1404928,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis,yes,
Stagmomantis carolina,5363,1404940,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis,yes,
Stagmomantis limbata,2035,1404977,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis,yes,
Steatoda grossa,993,2157245,Animalia,Arthropoda,NA,Araneae,Theridiidae,Steatoda,yes,
Steatoda nobilis,1787,2157203,Animalia,Arthropoda,NA,Araneae,Theridiidae,Steatoda,yes,Exotic
Steatoda triangulosa,1364,2157242,Animalia,Arthropoda,NA,Araneae,Theridiidae,Steatoda,yes,
Stelgidopteryx serripennis,1551363,2489202,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,yes,
Stellula calliope,85290,2476137,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,yes,
Stenoplax conspicua,167,2306759,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,no,
Sterna forsteri,824821,5229247,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,yes,
Sterna hirundo,462492,9367409,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,yes,
Sternidius mimeticus,294,1150698,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Sternidius,yes,
Sternotherus carinatus,289,5220394,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,yes,
Sternotherus odoratus,2227,5220393,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,yes,
Sternula antillarum,306523,5789285,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,yes,
Stictoleptura canadensis,603,4292563,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Stictoleptura,yes,
Storeria dekayi,12862,9056579,Animalia,Chordata,Reptilia,Squamata,Natricidae,Storeria,yes,
Storeria occipitomaculata,3497,2457039,Animalia,Chordata,Reptilia,Squamata,Natricidae,Storeria,yes,
Strangalepta abbreviata,736,1156522,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Strangalepta,yes,
Strangalia famelica,289,5998160,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Strangalia,yes,
Strangalia luteicornis,553,5998266,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Strangalia,yes,
Strategus aloeus,772,4995788,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Strategus,yes,
Streptopelia decaocto,2223768,2495696,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,yes,Exotic
Strix varia,593283,2497541,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,yes,
Strongylocentrotus purpuratus,9219,2278852,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,no,
Strophosoma melanogrammum,931,5752979,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Strophosoma,yes,
Strymon melinus,20793,1925429,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon,yes,
Sturnella magna,1174667,2484254,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,yes,
Stylurus olivaceus,212,5051876,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus,yes,
Stylurus plagiatus,1401,5051898,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus,yes,
Sula leucogaster,213625,2480975,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,yes,
Sumitrosis inaequalis,464,1048635,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Sumitrosis,yes,
Sylvilagus aquaticus,506,2436883,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,yes,
Sylvilagus audubonii,14799,2436910,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,yes,
Sylvilagus bachmani,2713,2436846,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,yes,
Sylvilagus floridanus,30754,2436886,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,yes,
Sympetrum ambiguum,2423,1428271,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,yes,
Sympetrum corruptum,12085,1428276,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,yes,
Sympetrum danae,1304,1428334,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,yes,
Sympetrum illotum,2364,1428330,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,yes,
Sympetrum vicinum,12043,1428277,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,yes,
Synchlora frondaria,1720,1962051,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Synchlora,yes,
Synclita obliteralis,1851,1887087,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Synclita,yes,
Synemosyna formica,203,2177215,Animalia,Arthropoda,NA,Araneae,Salticidae,Synemosyna,yes,
Syngamia florella,870,1885950,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Syngamia,yes,
Syntomeida epilais,854,1809135,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Syntomeida,yes,
Syrbula admirabilis,1729,1706563,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Syrbula,yes,
Syritta pipiens,1952,1544431,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,yes,
Syrphus opinator,673,1537209,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syrphus,yes,
Tachybaptus dominicus,99570,2482044,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,yes,
Tachycines asynamorus,717,1728965,Animalia,Arthropoda,Insecta,Orthoptera,Rhaphidophoridae,Tachycines,yes,
Tachycineta thalassina,824642,5230754,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,yes,
Tadarida brasiliensis,3392,2433011,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,yes,
Tadorna ferruginea,76,2498015,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,yes,
Tamias merriami,602,2437444,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,yes,
Tamias sonomae,165,2437448,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,yes,
Tamias striatus,23910,2437438,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,yes,
Tamias townsendii,773,2437449,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,yes,
Tamiasciurus douglasii,3207,2437281,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,yes,
Tamiasciurus hudsonicus,15581,2437282,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,yes,
Tantilla gracilis,710,2456417,Animalia,Chordata,Reptilia,Squamata,Colubridae,Tantilla,yes,
Tapinoma sessile,6181,1316799,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,yes,
Taricha granulosa,3537,2431920,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,yes,
Taricha torosa,4431,2431913,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,yes,
Tarsiger cyanurus,1249,2492509,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Tarsiger,yes,
Tautoga onitis,261,2383615,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Tautoga,no,
Taxodiomyia cupressiananassa,376,1595940,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Taxodiomyia,yes,
Taylorilygus apicalis,307,2010931,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Taylorilygus,yes,
Tegula eiseni,356,2292846,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,no,
Tegula funebralis,2325,2292844,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,no,
Telebasis salva,2417,5051361,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Telebasis,yes,
Telmatoscopus albipunctata,1979,5981282,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Telmatoscopus,yes,
Telmessus cheiragonus,276,2222061,Animalia,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,Telmessus,no,
Tenodera angustipennis,254,4293587,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Tenodera,yes,
Tenodera sinensis,5977,5887934,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Tenodera,yes,
Terrapene carolina,22484,2443173,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,yes,
Terrapene mexicana,3077,8996950,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,yes,
Terrapene ornata,2974,2443168,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,yes,
Tetanolita mynesalis,1527,1795049,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Tetanolita,yes,
Tetracis cachexiata,1375,5144575,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Tetracis,yes,
Tetraclita rubescens,1450,9188200,Animalia,Arthropoda,Maxillopoda,Sessilia,Tetraclitidae,Tetraclita,no,
Tetramorium immigrans,1926,10114596,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,yes,
Tetraopes femoratus,571,5002773,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Tetraopes,yes,
Tetraopes tetrophthalmus,6017,5002722,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Tetraopes,yes,
Thalasseus elegans,109218,2481285,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,yes,
Thalasseus maximus,590443,5789281,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,yes,
Thalasseus sandvicensis,164898,2481240,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,yes,
Thamnophis atratus,1177,2457647,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis,yes,
Thamnophis cyrtopsis,1268,2457562,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis,yes,
Thamnophis elegans,8880,2457545,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis,yes,
Thamnophis marcianus,2257,9342283,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis,yes,
Thamnophis ordinoides,2613,2457636,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis,yes,
Thamnophis proximus,5379,2457575,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis,yes,
Thamnophis radix,1555,2457512,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis,yes,
Thamnophis sirtalis,42962,2457522,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis,yes,
Thasus neocalifornicus,410,2050094,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Thasus,yes,
Theba pisana,477,2294277,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Theba,yes,Exotic
Thessalia theona,2560,1895886,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Thessalia,yes,
Thomomys bottae,4213,2439385,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,yes,
Thorybes pylades,2308,1946500,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thorybes,yes,
Thryomanes bewickii,1467705,2493843,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Thryomanes,yes,
Thyanta accerra,504,2078969,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Thyanta,yes,
Thylacodes squamigerus,540,7590840,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,no,
Thymelicus lineola,4691,8133678,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thymelicus,yes,Exotic
Thyridopteryx ephemeraeformis,1336,1853312,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Thyridopteryx,yes,
Thyris sepulchralis,29,10689940,Animalia,Arthropoda,Insecta,Lepidoptera,Thyrididae,Thyris,yes,
Tivela stultorum,451,2287789,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Tivela,no,
Tonicella lineata,909,2306813,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,no,
Toxomerus geminatus,11455,1534234,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,yes,
Toxomerus marginatus,17903,1534183,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,yes,
Toxomerus occidentalis,696,1534167,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,yes,
Toxomerus politus,2100,1534097,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,yes,
Toxonevra superba,282,1676596,Animalia,Arthropoda,Insecta,Diptera,Pallopteridae,Toxonevra,yes,
Toxostoma bendirei,9912,5231697,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,yes,
Toxostoma crissale,49486,5231693,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,yes,
Toxostoma curvirostre,378098,5231688,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,yes,
Toxostoma longirostre,92872,5231710,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,yes,
Toxostoma redivivum,158832,5231713,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,yes,
Toxostoma rufum,1743842,9479809,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,yes,
Trachelipus rathkii,1329,2209087,Animalia,Arthropoda,Malacostraca,Isopoda,Trachelipodidae,Trachelipus,no,
Trachemys scripta,44012,2443002,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,yes,Exotic
Trachymela sloanei,571,1048549,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Trachymela,yes,
Tramea carolina,2852,1428483,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,yes,
Tramea lacerata,7067,1428475,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,yes,
Tramea onusta,4327,1428484,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,yes,
Triakis semifasciata,1022,2418369,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,no,
Trichechus manatus,21324,2435296,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,no,
Trichiotinus texanus,468,1081841,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Trichiotinus,yes,
Trichodezia albovittata,2041,1978493,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Trichodezia,yes,
Trichonephila clavipes,6371,10886629,Animalia,Arthropoda,NA,Araneae,Araneidae,Trichonephila,yes,
Trichopoda lanipes,433,5059829,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Trichopoda,yes,
Trichopoda pennipes,1410,1476105,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Trichopoda,yes,
Trigoniulus corallinus,590,1026972,Animalia,Arthropoda,Diplopoda,Spirobolida,Trigoniulidae,Trigoniulus,yes,
Trimerotropis fontana,387,1709274,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis,yes,
Trimerotropis pallidipennis,2790,1709239,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis,yes,
Tringa flavipes,907110,2481721,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,yes,
Tringa incana,49220,9733156,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,yes,
Tringa melanoleuca,1409559,2481720,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,yes,
Tringa semipalmata,926433,5789298,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,yes,
Tringa solitaria,540082,2481710,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,yes,
Triopha catalinae,980,2291810,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha,no,
Triphosa haesitata,724,1969961,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Triphosa,yes,
Trirhabda bacharidis,347,1047835,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Trirhabda,yes,
Trirhabda flavolimbata,185,1047838,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Trirhabda,yes,
Tritia obsoleta,1280,8542870,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,no,
Troglodytes hiemalis,559783,7340825,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,yes,
Troglodytes pacificus,372606,9533566,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,yes,
Tropidoclonion lineatum,447,2454441,Animalia,Chordata,Reptilia,Squamata,Natricidae,Tropidoclonion,yes,
Tryngites subruficollis,35350,2481773,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tryngites,yes,
Trypoxylon politum,704,8107175,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Trypoxylon,yes,
Tursiops truncatus,35691,2440447,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,no,
Tylozygus geometricus,625,2041741,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Tylozygus,yes,
Typocerus velutinus,1823,4292724,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Typocerus,yes,
Tyrannus couchii,122190,5229684,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,yes,
Tyrannus crassirostris,26413,5229690,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,yes,
Tyrannus dominicensis,140806,5229678,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,yes,
Tyrannus forficatus,361539,5229687,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,yes,
Tyrannus melancholicus,521455,5229662,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,yes,
Tyrannus verticalis,783877,5229675,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,no,
Tyrannus vociferans,364373,5229681,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,yes,
Tyria jacobaeae,570,5115777,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Tyria,yes,
Tyta luctuosa,352,1790692,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Tyta,yes,
Tyto alba,124527,2497921,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,yes,
Udea rubigalis,4873,1887122,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,yes,
Uloborus diversus,155,2142459,Animalia,Arthropoda,NA,Araneae,Uloboridae,Uloborus,yes,
Unaspis euonymi,98,2088481,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,Unaspis,yes,
Urbanus proteus,7862,1944314,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Urbanus,yes,
Uresiphita reversalis,1561,1881111,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Uresiphita,yes,
Uria aalge,212666,2481342,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,yes,
Uria lomvia,9268,2481339,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,yes,
Urocitellus richardsonii,1069,7905336,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,yes,
Uroctonus mordax,1322,6893008,Animalia,Arthropoda,NA,Scorpiones,Chactidae,Uroctonus,yes,
Urocyon cinereoargenteus,8466,2434566,Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,yes,
Urolophus halleri,481,2420478,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Urolophus,no,
Urophora cardui,242,5088031,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Urophora,yes,
Urosalpinx cinerea,505,2304415,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,no,
Urosaurus ornatus,4987,8538855,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,yes,
Ursus americanus,12029,2433407,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,yes,
Urticina grebelnyi,540,4339144,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,no,
Uta stansburiana,26294,2451029,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uta,yes,
Utetheisa ornatrix,1377,1803218,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Utetheisa,yes,
Vanessa atalanta,24351,1898286,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,yes,
Vanessa cardui,38112,4299368,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,yes,
Vanessa virginiensis,19362,4299370,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,yes,
Velella velella,834,2265793,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Velella,no,
Vermivora chrysoptera,108029,5230811,Animalia,Chordata,Aves,Passeriformes,Parulidae,Vermivora,yes,
